,mean,std
0,326,2778
1,249,2234
2,75,2386
3,82,2530
4,138,1632
5,294,3062
6,392,2290
7,94,2643
8,226,1673
9,160,2648
10,171,1556
11,96,2389
12,523,2672
13,117,2119
14,284,1536
15,28,2891
16,60,1558
