,mean,std
0,72,627
1,35,393
2,16,324
3,18,856
4,34,450
5,125,840
6,28,698
7,54,675
8,36,445
9,51,592
10,55,515
11,28,391
12,46,494
13,46,909
14,23,519
15,36,423
16,25,475
