,mean,std
0,42,297
1,19,171
2,14,131
3,11,545
4,31,183
5,54,373
6,14,316
7,45,429
8,24,154
9,58,236
10,33,229
11,13,166
12,17,241
13,35,516
14,15,193
15,10,186
16,22,199
