,mean,std
0 ,130 ,1306 
1 ,221 ,1426 
2 ,123 ,1829 
3 ,143 ,960 
4 ,340 ,1207 
5 ,33 ,1501 
6 ,225 ,1173 
7 ,129 ,893 
8 ,82 ,963 
9 ,427 ,2904 
10 ,197 ,1111 
11 ,18 ,1007 
12 ,118 ,1184 
13 ,90 ,1252 
14 ,203 ,1422 
