,mean,std
0,56 ,530 
1,113 ,552 
2,67 ,766 
3,141 ,403 
4,60 ,518 
5,56 ,657 
6,54 ,538 
7,31 ,416 
8,32 ,487 
9,153 ,1423 
10,147 ,900 
11,11 ,446 
12,74 ,490 
13,21 ,573 
14,174 ,590 
