,mean,std
0 ,62 ,705 
1 ,48 ,556 
2 ,515 ,5277 
3 ,16 ,1214 
4 ,45 ,1662 
5 ,92 ,678 
6 ,32 ,422 
7 ,194 ,1364 
8 ,158 ,2421 
9 ,35 ,509 
10 ,641 ,1826 
11 ,17 ,1057 
12 ,194 ,1663 
13 ,51 ,1305 
