,mean,std
0 ,1141 ,8262 
1 ,876 ,3882 
2 ,583 ,4158 
3 ,65 ,3041 
4 ,438 ,3279 
5 ,606 ,3162 
6 ,417 ,2523 
7 ,192 ,2122 
8 ,316 ,8247 
9 ,985 ,6854 
10 ,542 ,3022 
11 ,133 ,2358 
12 ,289 ,4000 
13 ,100 ,3245 
14 ,290 ,3342 
15 ,331 ,2306 
16 ,364 ,1665 
17 ,513 ,6790 
18 ,64 ,1521 
19 ,154 ,1651 
20 ,275 ,1872 
21 ,182 ,1940 
22 ,119 ,1742 
23 ,796 ,10832 
24 ,565 ,2778 
25 ,130 ,4975 
