,mean,std
0 ,156 ,1974 
1 ,97 ,1737 
2 ,1187 ,11994 
3 ,160 ,3174 
4 ,353 ,5682 
5 ,291 ,1934 
6 ,80 ,779 
7 ,339 ,2761 
8 ,394 ,4314 
9 ,58 ,1203 
10 ,1658 ,4856 
11 ,118 ,3563 
12 ,468 ,6616 
13 ,181 ,4941 
