,mean,std
0 ,88 ,2981 
1 ,270 ,1747 
2 ,279 ,1443 
3 ,266 ,2015 
4 ,236 ,1019 
5 ,70 ,2700 
6 ,115 ,955 
7 ,87 ,855 
8 ,60 ,1163 
9 ,268 ,1213 
10 ,128 ,1713 
11 ,905 ,1359 
12 ,101 ,1126 
