,mean,std
0 ,286 ,6583 
1 ,690 ,3374 
2 ,284 ,1854 
3 ,280 ,3922 
4 ,233 ,2440 
5 ,54 ,4679 
6 ,840 ,1925 
7 ,53 ,1212 
8 ,396 ,2025 
9 ,190 ,2272 
10 ,251 ,3054 
11 ,3307 ,2357 
12 ,142 ,1603 
