,mean,std
0 ,117 ,600 
1 ,94 ,255 
2 ,25 ,243 
3 ,82 ,252 
4 ,37 ,188 
5 ,6 ,305 
6 ,26 ,180 
7 ,10 ,226 
8 ,5 ,240 
9 ,100 ,195 
10 ,14 ,209 
11 ,250 ,242 
12 ,25 ,218 
